,sj_div,bsns_de,account_id,account_nm,label_kor,label_eng,ifrs_ref,data_tp
276,BS1,20180701,dart_AccumulatedDepreciationElectronicAutomationDevelopmentGross,AccumulatedDepreciationElectronicAutomationDevelopmentGross,감가상각누계액,"Accumulated depreciation, electronic automation development","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
277,BS1,20180701,dart_AccumulatedImpairmentLossElectronicAutomationDevelopmentGross,AccumulatedImpairmentLossElectronicAutomationDevelopmentGross,손상차손누계액,"Accumulated impairment loss, electronic automation development","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
278,BS1,20180701,dart_LandRightGross,LandRightGross,차지권,"Land right, gross","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",X
279,BS1,20180701,dart_GovernmentGrantsLandRightGross,GovernmentGrantsLandRightGross,정부보조금,"Government grants, land right","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 122 (4)",(X)
280,BS1,20180701,dart_AccumulatedDepreciationLandRightGross,AccumulatedDepreciationLandRightGross,감가상각누계액,"Accumulated depreciation, land right","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
281,BS1,20180701,dart_AccumulatedImpairmentLossLandRightGross,AccumulatedImpairmentLossLandRightGross,손상차손누계액,"Accumulated impairment loss, land right","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
282,BS1,20180701,dart_MiningRightsGross,MiningRightsGross,채굴권,"Mining rights, gross","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",X
283,BS1,20180701,dart_GovernmentGrantsMiningRightsGross,GovernmentGrantsMiningRightsGross,정부보조금,"Government grants, mining rights","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 122 (4)",(X)
284,BS1,20180701,dart_AccumulatedDepreciationMiningRightsGross,AccumulatedDepreciationMiningRightsGross,감가상각누계액,"Accumulated depreciation, mining rights","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
285,BS1,20180701,dart_AccumulatedImpairmentLossMiningRightsGross,AccumulatedImpairmentLossMiningRightsGross,손상차손누계액,"Accumulated impairment loss, mining rights","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
286,BS1,20180701,dart_LandUseRightGross,LandUseRightGross,토지사용권,"Land use right, gross","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",X
287,BS1,20180701,dart_GovernmentGrantsLandUseRightGross,GovernmentGrantsLandUseRightGross,정부보조금,"Government grants, land use right","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 122 (4)",(X)
288,BS1,20180701,dart_AccumulatedDepreciationLandUseRightGross,AccumulatedDepreciationLandUseRightGross,감가상각누계액,"Accumulated depreciation, land use right","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
289,BS1,20180701,dart_AccumulatedImpairmentLossLandUseRightGross,AccumulatedImpairmentLossLandUseRightGross,손상차손누계액,"Accumulated impairment loss, land use right","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
